销售日期,分类编码,销量(千克)
2021-03-22,1011010504,70.68900000000001
2021-03-22,1011010801,50.802
2021-03-23,1011010101,134.706
2021-03-23,1011010201,28.634
2021-03-23,1011010402,13.349
2021-03-23,1011010501,19.312
2021-03-23,1011010504,66.931
2021-03-23,1011010801,48.174
2021-03-24,1011010101,103.505
2021-03-24,1011010201,27.331
2021-03-24,1011010402,14.013
2021-03-24,1011010501,15.113
2021-03-24,1011010504,42.484
2021-03-24,1011010801,35.583
2021-03-25,1011010101,86.632
2021-03-25,1011010201,25.174
2021-03-25,1011010402,15.827
2021-03-25,1011010501,14.621
2021-03-25,1011010504,50.798
2021-03-25,1011010801,46.89
2021-03-26,1011010101,167.327
2021-03-26,1011010201,48.956
2021-03-26,1011010402,40.178
2021-03-26,1011010501,21.313
2021-03-26,1011010504,60.937
2021-03-26,1011010801,83.562
2021-03-27,1011010101,199.727
2021-03-27,1011010201,51.805
2021-03-27,1011010402,43.191
2021-03-27,1011010501,26.111
2021-03-27,1011010504,78.794
2021-03-27,1011010801,69.658
2021-03-28,1011010101,161.164
2021-03-28,1011010201,50.119
2021-03-28,1011010402,30.71
2021-03-28,1011010501,19.628
2021-03-28,1011010504,78.41
2021-03-28,1011010801,55.673
2021-03-29,1011010101,111.308
2021-03-29,1011010201,60.434
2021-03-29,1011010402,15.5
2021-03-29,1011010501,16.139
2021-03-29,1011010504,62.154
2021-03-29,1011010801,47.327
2021-03-30,1011010101,130.803
2021-03-30,1011010201,26.924
2021-03-30,1011010402,14.905
2021-03-30,1011010501,21.407
2021-03-30,1011010504,57.851
2021-03-30,1011010801,32.145
2021-03-31,1011010101,143.294
2021-03-31,1011010201,28.74
2021-03-31,1011010402,19.503
2021-03-31,1011010501,21.649
2021-03-31,1011010504,59.255
2021-03-31,1011010801,45.089
2021-04-01,1011010101,162.291
2021-04-01,1011010201,39.109
2021-04-01,1011010402,20.743
2021-04-01,1011010501,20.604
2021-04-01,1011010504,52.994
2021-04-01,1011010801,48.978
2021-04-02,1011010101,178.71
2021-04-02,1011010201,69.53
2021-04-02,1011010402,37.764
2021-04-02,1011010501,20.665
2021-04-02,1011010504,70.727
2021-04-02,1011010801,72.574
2021-04-03,1011010101,212.267
2021-04-03,1011010201,68.593
2021-04-03,1011010402,38.786
2021-04-03,1011010501,32.71
2021-04-03,1011010504,100.32300000000001
2021-04-03,1011010801,75.739
2021-04-04,1011010101,192.02100000000002
2021-04-04,1011010201,71.456
2021-04-04,1011010402,33.95
2021-04-04,1011010501,22.976
2021-04-04,1011010504,88.244
2021-04-04,1011010801,61.709
2021-04-05,1011010101,178.469
2021-04-05,1011010201,76.701
2021-04-05,1011010402,24.241
2021-04-05,1011010501,16.492
2021-04-05,1011010504,112.577
2021-04-05,1011010801,68.049
2021-04-06,1011010101,55.611
2021-04-06,1011010201,13.129999999999999
2021-04-06,1011010402,3.622
2021-04-06,1011010501,3.138
2021-04-06,1011010504,35.075
2021-04-06,1011010801,11.671
2021-04-07,1011010101,198.107
2021-04-07,1011010201,26.939
2021-04-07,1011010402,17.735
2021-04-07,1011010501,16.213
2021-04-07,1011010504,62.9
2021-04-07,1011010801,47.805
2021-04-08,1011010101,136.899
2021-04-08,1011010201,22.294
2021-04-08,1011010402,9.582
2021-04-08,1011010501,20.319
2021-04-08,1011010504,52.596000000000004
2021-04-08,1011010801,35.491
2021-04-09,1011010101,145.026
2021-04-09,1011010201,51.978
2021-04-09,1011010402,29.704
2021-04-09,1011010501,17.451
2021-04-09,1011010504,54.274
2021-04-09,1011010801,31.401
2021-04-10,1011010101,203.93
2021-04-10,1011010201,50.186
2021-04-10,1011010402,22.753
2021-04-10,1011010501,25.525
2021-04-10,1011010504,84.84
2021-04-10,1011010801,60.287
2021-04-11,1011010101,211.619
2021-04-11,1011010201,47.112
2021-04-11,1011010402,22.196
2021-04-11,1011010501,24.902
2021-04-11,1011010504,94.32600000000001
2021-04-11,1011010801,52.29
2021-04-12,1011010101,148.371
2021-04-12,1011010201,32.027
2021-04-12,1011010402,4.178
2021-04-12,1011010501,10.203
2021-04-12,1011010504,38.756
2021-04-12,1011010801,43.328
2021-04-13,1011010101,127.207
2021-04-13,1011010201,28.593
2021-04-13,1011010402,5.553
2021-04-13,1011010501,13.4
2021-04-13,1011010504,51.48
2021-04-13,1011010801,40.041
2021-04-14,1011010101,151.83
2021-04-14,1011010201,30.12
2021-04-14,1011010402,19.197
2021-04-14,1011010501,18.975
2021-04-14,1011010504,47.052
2021-04-14,1011010801,41.387
2021-04-15,1011010101,130.081
2021-04-15,1011010201,27.05
2021-04-15,1011010402,17.098
2021-04-15,1011010501,12.151
2021-04-15,1011010504,44.413000000000004
2021-04-15,1011010801,40.15
2021-04-16,1011010101,130.808
2021-04-16,1011010201,40.232
2021-04-16,1011010402,19.018
2021-04-16,1011010501,15.371
2021-04-16,1011010504,62.197
2021-04-16,1011010801,47.162
2021-04-17,1011010101,194.951
2021-04-17,1011010201,77.636
2021-04-17,1011010402,35.302
2021-04-17,1011010501,20.407
2021-04-17,1011010504,72.266
2021-04-17,1011010801,70.81700000000001
2021-04-18,1011010101,194.451
2021-04-18,1011010201,48.315
2021-04-18,1011010402,22.237000000000002
2021-04-18,1011010501,28.972
2021-04-18,1011010504,118.063
2021-04-18,1011010801,56.607
2021-04-19,1011010101,134.781
2021-04-19,1011010201,25.092
2021-04-19,1011010402,12.658
2021-04-19,1011010501,17.311
2021-04-19,1011010504,59.015
2021-04-19,1011010801,36.293
2021-04-20,1011010101,150.715
2021-04-20,1011010201,30.338
2021-04-20,1011010402,12.167
2021-04-20,1011010501,16.233999999999998
2021-04-20,1011010504,64.062
2021-04-20,1011010801,37.651
2021-04-21,1011010101,182.939
2021-04-21,1011010201,49.748
2021-04-21,1011010402,13.078
2021-04-21,1011010501,26.622
2021-04-21,1011010504,50.684
2021-04-21,1011010801,31.173000000000002
2021-04-22,1011010101,150.806
2021-04-22,1011010201,34.615
2021-04-22,1011010402,11.639999999999999
2021-04-22,1011010501,15.227
2021-04-22,1011010504,47.905
2021-04-22,1011010801,40.04
2021-04-23,1011010101,171.226
2021-04-23,1011010201,47.035000000000004
2021-04-23,1011010402,10.413
2021-04-23,1011010501,27.427
2021-04-23,1011010504,53.397
2021-04-23,1011010801,49.109
2021-04-24,1011010101,264.803
2021-04-24,1011010201,107.309
2021-04-24,1011010402,17.178
2021-04-24,1011010501,37.796
2021-04-24,1011010504,102.501
2021-04-24,1011010801,78.6
2021-04-25,1011010101,221.785
2021-04-25,1011010201,94.264
2021-04-25,1011010402,11.454
2021-04-25,1011010501,24.708
2021-04-25,1011010504,71.047
2021-04-25,1011010801,37.692
2021-04-26,1011010101,151.258
2021-04-26,1011010201,43.118
2021-04-26,1011010402,11.871
2021-04-26,1011010501,12.618
2021-04-26,1011010504,60.716
2021-04-26,1011010801,37.392
2021-04-27,1011010101,135.216
2021-04-27,1011010201,26.490000000000002
2021-04-27,1011010402,9.127
2021-04-27,1011010501,31.042
2021-04-27,1011010504,50.15
2021-04-27,1011010801,26.08
2021-04-28,1011010101,125.4
2021-04-28,1011010201,29.405
2021-04-28,1011010402,7.359
2021-04-28,1011010501,27.487000000000002
2021-04-28,1011010504,47.189
2021-04-28,1011010801,33.609
2021-04-29,1011010101,134.898
2021-04-29,1011010201,33.858
2021-04-29,1011010402,8.818
2021-04-29,1011010501,15.705
2021-04-29,1011010504,54.543
2021-04-29,1011010801,32.548
2021-04-30,1011010101,138.585
2021-04-30,1011010201,38.125
2021-04-30,1011010402,14.856
2021-04-30,1011010501,26.786
2021-04-30,1011010504,52.865
2021-04-30,1011010801,34.271
2021-05-01,1011010101,171.826
2021-05-01,1011010201,57.443
2021-05-01,1011010402,18.075
2021-05-01,1011010501,19.976
2021-05-01,1011010504,77.396
2021-05-01,1011010801,50.81
2021-05-02,1011010101,198.544
2021-05-02,1011010201,36.466
2021-05-02,1011010402,17.439
2021-05-02,1011010501,22.784
2021-05-02,1011010504,80.42
2021-05-02,1011010801,47.435
2021-05-03,1011010101,226.265
2021-05-03,1011010201,37.613
2021-05-03,1011010402,18.743000000000002
2021-05-03,1011010501,25.175
2021-05-03,1011010504,83.419
2021-05-03,1011010801,54.995
2021-05-04,1011010101,200.985
2021-05-04,1011010201,37.838
2021-05-04,1011010402,8.799
2021-05-04,1011010501,18.032
2021-05-04,1011010504,43.846
2021-05-04,1011010801,42.643
2021-05-05,1011010101,203.532
2021-05-05,1011010201,34.156
2021-05-05,1011010402,15.352
2021-05-05,1011010501,17.339
2021-05-05,1011010504,72.08
2021-05-05,1011010801,60.989
2021-05-06,1011010101,151.84
2021-05-06,1011010201,21.199
2021-05-06,1011010402,5.992
2021-05-06,1011010501,22.682
2021-05-06,1011010504,73.006
2021-05-06,1011010801,30.192
2021-05-07,1011010101,147.508
2021-05-07,1011010201,26.046
2021-05-07,1011010402,6.436
2021-05-07,1011010501,20.724
2021-05-07,1011010504,73.962
2021-05-07,1011010801,33.543
2021-05-08,1011010101,160.786
2021-05-08,1011010201,28.122
2021-05-08,1011010402,11.457
2021-05-08,1011010501,22.625
2021-05-08,1011010504,69.529
2021-05-08,1011010801,33.331
2021-05-09,1011010101,216.668
2021-05-09,1011010201,37.443
2021-05-09,1011010402,21.145
2021-05-09,1011010501,30.75
2021-05-09,1011010504,95.075
2021-05-09,1011010801,44.849000000000004
2021-05-10,1011010101,157.721
2021-05-10,1011010201,30.866
2021-05-10,1011010402,8.06
2021-05-10,1011010501,24.956
2021-05-10,1011010504,60.825
2021-05-10,1011010801,26.427
2021-05-11,1011010101,190.06
2021-05-11,1011010201,27.768
2021-05-11,1011010402,8.963
2021-05-11,1011010501,26.533
2021-05-11,1011010504,46.524
2021-05-11,1011010801,29.889
2021-05-12,1011010101,182.519
2021-05-12,1011010201,19.252
2021-05-12,1011010402,6.081
2021-05-12,1011010501,19.247
2021-05-12,1011010504,42.616
2021-05-12,1011010801,31.02
2021-05-13,1011010101,157.293
2021-05-13,1011010201,24.095
2021-05-13,1011010402,14.949
2021-05-13,1011010501,20.687
2021-05-13,1011010504,47.949
2021-05-13,1011010801,29.537
2021-05-14,1011010101,191.116
2021-05-14,1011010201,40.997
2021-05-14,1011010402,11.412
2021-05-14,1011010501,32.193
2021-05-14,1011010504,51.909
2021-05-14,1011010801,29.278
2021-05-15,1011010101,258.278
2021-05-15,1011010201,37.347
2021-05-15,1011010402,12.399000000000001
2021-05-15,1011010501,40.776
2021-05-15,1011010504,86.637
2021-05-15,1011010801,49.932
2021-05-16,1011010101,212.588
2021-05-16,1011010201,52.382
2021-05-16,1011010402,6.386
2021-05-16,1011010501,19.009
2021-05-16,1011010504,153.409
2021-05-16,1011010801,51.103
2021-05-17,1011010101,176.65800000000002
2021-05-17,1011010201,27.587
2021-05-17,1011010402,5.011
2021-05-17,1011010501,29.921
2021-05-17,1011010504,76.099
2021-05-17,1011010801,25.733
2021-05-18,1011010101,173.27100000000002
2021-05-18,1011010201,31.098
2021-05-18,1011010402,12.309000000000001
2021-05-18,1011010501,23.783
2021-05-18,1011010504,84.864
2021-05-18,1011010801,29.45
2021-05-19,1011010101,140.823
2021-05-19,1011010201,33.901
2021-05-19,1011010402,12.199
2021-05-19,1011010501,20.578
2021-05-19,1011010504,76.853
2021-05-19,1011010801,28.798
2021-05-20,1011010101,148.851
2021-05-20,1011010201,17.189
2021-05-20,1011010402,8.975
2021-05-20,1011010501,22.177
2021-05-20,1011010504,60.967
2021-05-20,1011010801,35.447
2021-05-21,1011010101,106.47200000000001
2021-05-21,1011010201,33.979
2021-05-21,1011010402,4.178
2021-05-21,1011010501,21.886
2021-05-21,1011010504,36.494
2021-05-21,1011010801,43.516
2021-05-22,1011010101,190.363
2021-05-22,1011010201,34.962
2021-05-22,1011010402,9.18
2021-05-22,1011010501,25.845
2021-05-22,1011010504,98.93599999999999
2021-05-22,1011010801,45.209
2021-05-23,1011010101,217.25900000000001
2021-05-23,1011010201,64.231
2021-05-23,1011010402,17.229
2021-05-23,1011010501,42.331
2021-05-23,1011010504,137.485
2021-05-23,1011010801,62.384
2021-05-24,1011010101,148.831
2021-05-24,1011010201,40.924
2021-05-24,1011010402,4.28
2021-05-24,1011010501,17.043
2021-05-24,1011010504,54.772
2021-05-24,1011010801,29.627
2021-05-25,1011010101,130.325
2021-05-25,1011010201,29.554
2021-05-25,1011010402,5.412
2021-05-25,1011010501,17.94
2021-05-25,1011010504,57.519
2021-05-25,1011010801,35.047
2021-05-26,1011010101,166.467
2021-05-26,1011010201,46.547
2021-05-26,1011010402,4.008
2021-05-26,1011010501,15.81
2021-05-26,1011010504,65.416
2021-05-26,1011010801,31.969
2021-05-27,1011010101,145.237
2021-05-27,1011010201,43.952
2021-05-27,1011010402,8.319
2021-05-27,1011010501,15.645
2021-05-27,1011010504,37.078
2021-05-27,1011010801,19.574
2021-05-28,1011010101,123.824
2021-05-28,1011010201,42.189
2021-05-28,1011010402,6.205
2021-05-28,1011010501,16.472
2021-05-28,1011010504,67.01
2021-05-28,1011010801,28.172
2021-05-29,1011010101,180.875
2021-05-29,1011010201,52.778999999999996
2021-05-29,1011010402,9.57
2021-05-29,1011010501,18.291
2021-05-29,1011010504,116.845
2021-05-29,1011010801,35.882
2021-05-30,1011010101,196.236
2021-05-30,1011010201,21.296
2021-05-30,1011010402,4.719
2021-05-30,1011010501,27.038
2021-05-30,1011010504,106.615
2021-05-30,1011010801,33.492
2021-05-31,1011010101,191.98
2021-05-31,1011010201,39.165
2021-05-31,1011010402,5.404
2021-05-31,1011010501,25.363
2021-05-31,1011010504,60.118
2021-05-31,1011010801,34.114
2021-06-01,1011010101,151.091
2021-06-01,1011010201,41.593
2021-06-01,1011010402,7.217
2021-06-01,1011010501,26.938
2021-06-01,1011010504,76.648
2021-06-01,1011010801,33.668
2021-06-02,1011010101,178.517
2021-06-02,1011010201,43.414
2021-06-02,1011010402,8.681000000000001
2021-06-02,1011010501,27.706
2021-06-02,1011010504,89.386
2021-06-02,1011010801,43.528
2021-06-03,1011010101,142.372
2021-06-03,1011010201,36.284
2021-06-03,1011010402,11.019
2021-06-03,1011010501,11.679
2021-06-03,1011010504,75.206
2021-06-03,1011010801,48.365
2021-06-04,1011010101,121.093
2021-06-04,1011010201,31.416
2021-06-04,1011010402,13.461
2021-06-04,1011010501,16.743
2021-06-04,1011010504,63.703
2021-06-04,1011010801,47.048
2021-06-05,1011010101,204.287
2021-06-05,1011010201,61.486
2021-06-05,1011010402,19.495
2021-06-05,1011010501,36.367
2021-06-05,1011010504,91.95
2021-06-05,1011010801,42.32
2021-06-06,1011010101,222.817
2021-06-06,1011010201,42.143
2021-06-06,1011010402,7.1819999999999995
2021-06-06,1011010501,30.644
2021-06-06,1011010504,88.671
2021-06-06,1011010801,32.745
2021-06-07,1011010101,148.539
2021-06-07,1011010201,24.819
2021-06-07,1011010402,8.757
2021-06-07,1011010501,29.868
2021-06-07,1011010504,68.965
2021-06-07,1011010801,27.872
2021-06-08,1011010101,144.482
2021-06-08,1011010201,25.106
2021-06-08,1011010402,7.394
2021-06-08,1011010501,24.611
2021-06-08,1011010504,56.101
2021-06-08,1011010801,28.108
2021-06-09,1011010101,126.359
2021-06-09,1011010201,26.845
2021-06-09,1011010402,7.943
2021-06-09,1011010501,19.353
2021-06-09,1011010504,52.093
2021-06-09,1011010801,31.399
2021-06-10,1011010101,122.004
2021-06-10,1011010201,13.847
2021-06-10,1011010402,10.34
2021-06-10,1011010501,24.961
2021-06-10,1011010504,57.091
2021-06-10,1011010801,29.393
2021-06-11,1011010101,129.982
2021-06-11,1011010201,21.048
2021-06-11,1011010402,6.744
2021-06-11,1011010501,16.567
2021-06-11,1011010504,74.873
2021-06-11,1011010801,25.579
2021-06-12,1011010101,210.267
2021-06-12,1011010201,52.462
2021-06-12,1011010402,22.347
2021-06-12,1011010501,48.073
2021-06-12,1011010504,77.636
2021-06-12,1011010801,61.009
2021-06-13,1011010101,211.28
2021-06-13,1011010201,62.324
2021-06-13,1011010402,11.431
2021-06-13,1011010501,40.009
2021-06-13,1011010504,88.876
2021-06-13,1011010801,74.602
2021-06-14,1011010101,169.858
2021-06-14,1011010201,73.037
2021-06-14,1011010402,14.049
2021-06-14,1011010501,37.545
2021-06-14,1011010504,69.072
2021-06-14,1011010801,56.049
2021-06-15,1011010101,127.719
2021-06-15,1011010201,45.326
2021-06-15,1011010402,9.998
2021-06-15,1011010501,20.698
2021-06-15,1011010504,60.187
2021-06-15,1011010801,31.346
2021-06-16,1011010101,104.991
2021-06-16,1011010201,12.99
2021-06-16,1011010402,5.187
2021-06-16,1011010501,19.793
2021-06-16,1011010504,46.695
2021-06-16,1011010801,29.826
2021-06-17,1011010101,113.507
2021-06-17,1011010201,48.477
2021-06-17,1011010402,9.409
2021-06-17,1011010501,28.237000000000002
2021-06-17,1011010504,45.845
2021-06-17,1011010801,22.835
2021-06-18,1011010101,150.875
2021-06-18,1011010201,34.971
2021-06-18,1011010402,7.902
2021-06-18,1011010501,27.339000000000002
2021-06-18,1011010504,46.754
2021-06-18,1011010801,29.867
2021-06-19,1011010101,203.369
2021-06-19,1011010201,44.511
2021-06-19,1011010402,10.313
2021-06-19,1011010501,30.488
2021-06-19,1011010504,87.633
2021-06-19,1011010801,39.484
2021-06-20,1011010101,202.307
2021-06-20,1011010201,43.614
2021-06-20,1011010402,10.001
2021-06-20,1011010501,61.881
2021-06-20,1011010504,84.134
2021-06-20,1011010801,38.578
2021-06-21,1011010101,150.07
2021-06-21,1011010201,54.07
2021-06-21,1011010402,9.9
2021-06-21,1011010501,18.566
2021-06-21,1011010504,58.693
2021-06-21,1011010801,24.224
2021-06-22,1011010101,126.151
2021-06-22,1011010201,26.162
2021-06-22,1011010402,13.91
2021-06-22,1011010501,30.314
2021-06-22,1011010504,56.135
2021-06-22,1011010801,29.299
2021-06-23,1011010101,123.214
2021-06-23,1011010201,57.723
2021-06-23,1011010402,10.931
2021-06-23,1011010501,24.858999999999998
2021-06-23,1011010504,53.900999999999996
2021-06-23,1011010801,32.793
2021-06-24,1011010101,127.946
2021-06-24,1011010201,34.885
2021-06-24,1011010402,6.119
2021-06-24,1011010501,19.543
2021-06-24,1011010504,41.586
2021-06-24,1011010801,31.747
2021-06-25,1011010101,146.582
2021-06-25,1011010201,40.437
2021-06-25,1011010402,10.916
2021-06-25,1011010501,12.896
2021-06-25,1011010504,35.531
2021-06-25,1011010801,32.537
2021-06-26,1011010101,197.69
2021-06-26,1011010201,71.821
2021-06-26,1011010402,20.953
2021-06-26,1011010501,35.449
2021-06-26,1011010504,82.439
2021-06-26,1011010801,47.402
2021-06-27,1011010101,213.547
2021-06-27,1011010201,56.542
2021-06-27,1011010402,19.982
2021-06-27,1011010501,31.776
2021-06-27,1011010504,79.121
2021-06-27,1011010801,49.14
2021-06-28,1011010101,125.782
2021-06-28,1011010201,35.784
2021-06-28,1011010402,9.933
2021-06-28,1011010501,21.088
2021-06-28,1011010504,45.81
2021-06-28,1011010801,33.153
2021-06-29,1011010101,110.196
2021-06-29,1011010201,34.383
2021-06-29,1011010402,9.52
2021-06-29,1011010501,19.721
2021-06-29,1011010504,40.321
2021-06-29,1011010801,26.399
2021-06-30,1011010101,125.415
2021-06-30,1011010201,27.052
2021-06-30,1011010402,7.464
2021-06-30,1011010501,27.425
2021-06-30,1011010504,39.114
2021-06-30,1011010801,41.537
2021-07-01,1011010101,148.597
2021-07-01,1011010201,33.72
2021-07-01,1011010402,8.512
2021-07-01,1011010501,26.278
2021-07-01,1011010504,54.567
2021-07-01,1011010801,32.65
2021-07-02,1011010101,133.586
2021-07-02,1011010201,24.972
2021-07-02,1011010402,10.79
2021-07-02,1011010501,28.565
2021-07-02,1011010504,51.785000000000004
2021-07-02,1011010801,34.247
2021-07-03,1011010101,197.925
2021-07-03,1011010201,48.497
2021-07-03,1011010402,29.657
2021-07-03,1011010501,47.285
2021-07-03,1011010504,73.552
2021-07-03,1011010801,66.849
2021-07-04,1011010101,197.322
2021-07-04,1011010201,45.679
2021-07-04,1011010402,24.214
2021-07-04,1011010501,39.241
2021-07-04,1011010504,57.583
2021-07-04,1011010801,44.466
2021-07-05,1011010101,176.276
2021-07-05,1011010201,66.355
2021-07-05,1011010402,14.947000000000001
2021-07-05,1011010501,49.588
2021-07-05,1011010504,53.877
2021-07-05,1011010801,40.491
2021-07-06,1011010101,173.864
2021-07-06,1011010201,44.901
2021-07-06,1011010402,7.861
2021-07-06,1011010501,49.005
2021-07-06,1011010504,46.553
2021-07-06,1011010801,36.365
2021-07-07,1011010101,149.514
2021-07-07,1011010201,40.488
2021-07-07,1011010402,8.404
2021-07-07,1011010501,31.752
2021-07-07,1011010504,38.244
2021-07-07,1011010801,26.099
2021-07-08,1011010101,143.491
2021-07-08,1011010201,61.361
2021-07-08,1011010402,12.209
2021-07-08,1011010501,33.078
2021-07-08,1011010504,44.995
2021-07-08,1011010801,34.071
2021-07-09,1011010101,114.966
2021-07-09,1011010201,28.476
2021-07-09,1011010402,4.507
2021-07-09,1011010501,22.81
2021-07-09,1011010504,34.612
2021-07-09,1011010801,26.496
2021-07-10,1011010101,176.065
2021-07-10,1011010201,70.59
2021-07-10,1011010402,14.838
2021-07-10,1011010501,49.929
2021-07-10,1011010504,52.771
2021-07-10,1011010801,41.077
2021-07-11,1011010101,212.957
2021-07-11,1011010201,75.634
2021-07-11,1011010402,14.099
2021-07-11,1011010501,40.365
2021-07-11,1011010504,39.195
2021-07-11,1011010801,38.382
2021-07-12,1011010101,140.305
2021-07-12,1011010201,24.48
2021-07-12,1011010402,7.559
2021-07-12,1011010501,24.025
2021-07-12,1011010504,42.472
2021-07-12,1011010801,24.08
2021-07-13,1011010101,149.772
2021-07-13,1011010201,47.258
2021-07-13,1011010402,7.123
2021-07-13,1011010501,28.125
2021-07-13,1011010504,24.629
2021-07-13,1011010801,18.59
2021-07-14,1011010101,163.863
2021-07-14,1011010201,50.127
2021-07-14,1011010402,14.182
2021-07-14,1011010501,20.281
2021-07-14,1011010504,51.339
2021-07-14,1011010801,43.512
2021-07-15,1011010101,141.75
2021-07-15,1011010201,27.632
2021-07-15,1011010402,5.779999999999999
2021-07-15,1011010501,17.221
2021-07-15,1011010504,48.957
2021-07-15,1011010801,29.008
2021-07-16,1011010101,236.055
2021-07-16,1011010201,39.074
2021-07-16,1011010402,23.636
2021-07-16,1011010501,53.38
2021-07-16,1011010504,57.948
2021-07-16,1011010801,47.644
2021-07-17,1011010101,223.655
2021-07-17,1011010201,79.353
2021-07-17,1011010402,27.115
2021-07-17,1011010501,29.918
2021-07-17,1011010504,60.204
2021-07-17,1011010801,46.115
2021-07-18,1011010101,234.028
2021-07-18,1011010201,60.81
2021-07-18,1011010402,30.137999999999998
2021-07-18,1011010501,31.604
2021-07-18,1011010504,67.134
2021-07-18,1011010801,43.166000000000004
2021-07-19,1011010101,174.827
2021-07-19,1011010201,34.935
2021-07-19,1011010402,15.754
2021-07-19,1011010501,19.986
2021-07-19,1011010504,40.146
2021-07-19,1011010801,40.629
2021-07-20,1011010101,152.362
2021-07-20,1011010201,46.461
2021-07-20,1011010402,12.512
2021-07-20,1011010501,19.324
2021-07-20,1011010504,40.886
2021-07-20,1011010801,27.025
2021-07-21,1011010101,152.653
2021-07-21,1011010201,52.983
2021-07-21,1011010402,18.057
2021-07-21,1011010501,22.554
2021-07-21,1011010504,58.081
2021-07-21,1011010801,35.828
2021-07-22,1011010101,154.625
2021-07-22,1011010201,34.223
2021-07-22,1011010402,17.843
2021-07-22,1011010501,26.636
2021-07-22,1011010504,56.815
2021-07-22,1011010801,31.031
2021-07-23,1011010101,150.636
2021-07-23,1011010201,38.509
2021-07-23,1011010402,13.844
2021-07-23,1011010501,19.1
2021-07-23,1011010504,45.06
2021-07-23,1011010801,28.61
2021-07-24,1011010101,206.923
2021-07-24,1011010201,50.323
2021-07-24,1011010402,32.222
2021-07-24,1011010501,37.029
2021-07-24,1011010504,82.893
2021-07-24,1011010801,35.038
2021-07-25,1011010101,248.502
2021-07-25,1011010201,60.229
2021-07-25,1011010402,24.134
2021-07-25,1011010501,29.736
2021-07-25,1011010504,72.385
2021-07-25,1011010801,36.532
2021-07-26,1011010101,155.365
2021-07-26,1011010201,25.066
2021-07-26,1011010402,16.444
2021-07-26,1011010501,16.386
2021-07-26,1011010504,47.928
2021-07-26,1011010801,30.861
2021-07-27,1011010101,189.082
2021-07-27,1011010201,53.678
2021-07-27,1011010402,33.891
2021-07-27,1011010501,20.927
2021-07-27,1011010504,54.649
2021-07-27,1011010801,29.008
2021-07-28,1011010101,205.803
2021-07-28,1011010201,58.303
2021-07-28,1011010402,32.418
2021-07-28,1011010501,15.551
2021-07-28,1011010504,63.485
2021-07-28,1011010801,35.805
2021-07-29,1011010101,193.613
2021-07-29,1011010201,31.376
2021-07-29,1011010402,17.107
2021-07-29,1011010501,59.522
2021-07-29,1011010504,33.377
2021-07-29,1011010801,26.28
2021-07-30,1011010101,214.155
2021-07-30,1011010201,43.631
2021-07-30,1011010402,20.72
2021-07-30,1011010501,33.845
2021-07-30,1011010504,50.321
2021-07-30,1011010801,28.865
2021-07-31,1011010101,255.972
2021-07-31,1011010201,47.859
2021-07-31,1011010402,23.282
2021-07-31,1011010501,24.536
2021-07-31,1011010504,57.015
2021-07-31,1011010801,44.567
2021-08-01,1011010101,251.271
2021-08-01,1011010201,66.798
2021-08-01,1011010402,36.228
2021-08-01,1011010501,20.536
2021-08-01,1011010504,76.324
2021-08-01,1011010801,42.984
2021-08-02,1011010101,283.115
2021-08-02,1011010201,24.162
2021-08-02,1011010402,22.943
2021-08-02,1011010501,35.577
2021-08-02,1011010504,79.129
2021-08-02,1011010801,57.648
2021-08-03,1011010101,264.825
2021-08-03,1011010201,20.641
2021-08-03,1011010402,27.549
2021-08-03,1011010501,48.444
2021-08-03,1011010504,55.901
2021-08-03,1011010801,42.284
2021-08-04,1011010101,313.269
2021-08-04,1011010201,14.278
2021-08-04,1011010402,22.617
2021-08-04,1011010501,33.147
2021-08-04,1011010504,89.04
2021-08-04,1011010801,50.028
2021-08-05,1011010101,245.944
2021-08-05,1011010201,26.638
2021-08-05,1011010402,14.856
2021-08-05,1011010501,29.12
2021-08-05,1011010504,65.069
2021-08-05,1011010801,58.355
2021-08-06,1011010101,189.756
2021-08-06,1011010201,28.948
2021-08-06,1011010402,22.376
2021-08-06,1011010501,20.331
2021-08-06,1011010504,51.048
2021-08-06,1011010801,51.397
2021-08-07,1011010101,232.089
2021-08-07,1011010201,40.416
2021-08-07,1011010402,28.627
2021-08-07,1011010501,23.784
2021-08-07,1011010504,69.382
2021-08-07,1011010801,53.974000000000004
2021-08-08,1011010101,265.775
2021-08-08,1011010201,50.406
2021-08-08,1011010402,24.273
2021-08-08,1011010501,32.192
2021-08-08,1011010504,54.567
2021-08-08,1011010801,57.351
2021-08-09,1011010101,234.344
2021-08-09,1011010201,56.607
2021-08-09,1011010402,19.711000000000002
2021-08-09,1011010501,31.015
2021-08-09,1011010504,61.457
2021-08-09,1011010801,41.987
2021-08-10,1011010101,193.189
2021-08-10,1011010201,11.233
2021-08-10,1011010402,24.532
2021-08-10,1011010501,22.361
2021-08-10,1011010504,66.971
2021-08-10,1011010801,39.23
2021-08-11,1011010101,225.45
2021-08-11,1011010201,1.054
2021-08-11,1011010402,20.738
2021-08-11,1011010501,25.757
2021-08-11,1011010504,61.666
2021-08-11,1011010801,44.244
2021-08-12,1011010101,275.876
2021-08-12,1011010201,12.87
2021-08-12,1011010402,28.536
2021-08-12,1011010501,37.175
2021-08-12,1011010504,83.793
2021-08-12,1011010801,52.211
2021-08-13,1011010101,274.08
2021-08-13,1011010201,3.504
2021-08-13,1011010402,37.722
2021-08-13,1011010501,49.079
